Ilosc wierzcholkow i krawedzi: 41, 820
Wierzcholek startowy: 13
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			49
	2			49
	3			55
	4			26
	5			50
	6			57
	7			54
	8			51
	9			52
	10			58
	11			55
	12			34
	13			0
	14			64
	15			34
	16			78
	17			64
	18			45
	19			66
	20			57
	21			34
	22			48
	23			27
	24			26
	25			87
	26			77
	27			52
	28			19
	29			25
	30			58
	31			70
	32			41
	33			53
	34			49
	35			69
	36			53
	37			82
	38			83
	39			79
	40			44
	41			39
