Ilosc wierzcholkow i krawedzi: 36, 315
Wierzcholek startowy: 31
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			196
	2			159
	3			257
	4			139
	5			165
	6			237
	7			34
	8			175
	9			151
	10			136
	11			233
	12			210
	13			199
	14			220
	15			161
	16			210
	17			254
	18			277
	19			230
	20			271
	21			193
	22			212
	23			63
	24			165
	25			147
	26			229
	27			185
	28			188
	29			31
	30			189
	31			0
	32			204
	33			25
	34			210
	35			213
	36			146
