Ilosc wierzcholkow i krawedzi: 37, 333
Wierzcholek startowy: 25
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			216
	2			5
	3			104
	4			89
	5			58
	6			149
	7			15
	8			74
	9			117
	10			106
	11			135
	12			23
	13			120
	14			107
	15			185
	16			54
	17			64
	18			67
	19			70
	20			168
	21			92
	22			99
	23			153
	24			127
	25			0
	26			147
	27			79
	28			108
	29			42
	30			121
	31			64
	32			116
	33			128
	34			101
	35			145
	36			159
	37			103
