Ilosc wierzcholkow i krawedzi: 37, 499
Wierzcholek startowy: 10
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			102
	2			115
	3			94
	4			47
	5			53
	6			45
	7			32
	8			35
	9			87
	10			0
	11			44
	12			81
	13			89
	14			27
	15			141
	16			64
	17			76
	18			64
	19			22
	20			51
	21			120
	22			107
	23			69
	24			99
	25			130
	26			104
	27			38
	28			47
	29			77
	30			80
	31			67
	32			85
	33			57
	34			85
	35			77
	36			82
	37			53
