Ilosc wierzcholkow i krawedzi: 49, 1176
Wierzcholek startowy: 42
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			77
	2			72
	3			44
	4			60
	5			62
	6			31
	7			63
	8			76
	9			53
	10			71
	11			59
	12			77
	13			70
	14			75
	15			48
	16			78
	17			63
	18			45
	19			73
	20			54
	21			66
	22			53
	23			78
	24			50
	25			57
	26			32
	27			79
	28			59
	29			97
	30			69
	31			65
	32			74
	33			61
	34			70
	35			80
	36			59
	37			35
	38			62
	39			57
	40			68
	41			51
	42			0
	43			18
	44			41
	45			72
	46			56
	47			67
	48			73
	49			72
