Ilosc wierzcholkow i krawedzi: 40, 585
Wierzcholek startowy: 32
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- koszt drogi ---
		1		20
		2		42
		3		43
		4		38
		5		46
		6		13
		7		7
		8		2
		9		34
		10		124
		11		74
		12		52
		13		68
		14		32
		15		42
		16		52
		17		102
		18		74
		19		32
		20		25
		21		18
		22		43
		23		52
		24		42
		25		3
		26		53
		27		59
		28		31
		29		35
		30		6
		31		39
		32		0
		33		51
		34		36
		35		7
		36		40
		37		80
		38		56
		39		15
		40		81
