Ilosc wierzcholkow i krawedzi: 49, 588
Wierzcholek startowy: 7
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			31
	2			76
	3			55
	4			26
	5			106
	6			24
	7			0
	8			19
	9			100
	10			74
	11			94
	12			81
	13			9
	14			84
	15			49
	16			102
	17			52
	18			44
	19			109
	20			53
	21			82
	22			12
	23			65
	24			84
	25			97
	26			95
	27			88
	28			39
	29			59
	30			105
	31			110
	32			93
	33			64
	34			104
	35			35
	36			27
	37			33
	38			77
	39			76
	40			175
	41			85
	42			107
	43			71
	44			17
	45			36
	46			46
	47			75
	48			81
	49			14
