Ilosc wierzcholkow i krawedzi: 33, 132
Wierzcholek startowy: 15
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			297
	2			226
	3			419
	4			339
	5			302
	6			315
	7			150
	8			257
	9			305
	10			173
	11			256
	12			317
	13			291
	14			192
	15			0
	16			307
	17			258
	18			420
	19			352
	20			293
	21			262
	22			195
	23			351
	24			324
	25			443
	26			46
	27			116
	28			278
	29			264
	30			193
	31			264
	32			241
	33			486
