Ilosc wierzcholkow i krawedzi: 50, 918
Wierzcholek startowy: 33
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			98
	2			79
	3			65
	4			34
	5			114
	6			63
	7			88
	8			83
	9			85
	10			118
	11			74
	12			74
	13			118
	14			111
	15			115
	16			100
	17			72
	18			97
	19			122
	20			104
	21			105
	22			92
	23			68
	24			69
	25			76
	26			90
	27			102
	28			75
	29			61
	30			84
	31			34
	32			53
	33			0
	34			88
	35			60
	36			116
	37			67
	38			38
	39			56
	40			61
	41			71
	42			65
	43			153
	44			91
	45			64
	46			72
	47			83
	48			100
	49			60
	50			85
