Ilosc wierzcholkow i krawedzi: 41, 615
Wierzcholek startowy: 5
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			58
	2			97
	3			66
	4			25
	5			0
	6			32
	7			32
	8			87
	9			20
	10			45
	11			39
	12			71
	13			66
	14			12
	15			81
	16			29
	17			48
	18			45
	19			52
	20			51
	21			42
	22			62
	23			54
	24			43
	25			55
	26			110
	27			19
	28			74
	29			52
	30			83
	31			39
	32			50
	33			29
	34			61
	35			99
	36			58
	37			46
	38			39
	39			58
	40			77
	41			107
