Ilosc wierzcholkow i krawedzi: 47, 810
Wierzcholek startowy: 42
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			57
	2			87
	3			72
	4			56
	5			73
	6			95
	7			81
	8			48
	9			77
	10			48
	11			63
	12			54
	13			38
	14			59
	15			53
	16			75
	17			90
	18			49
	19			14
	20			33
	21			73
	22			44
	23			42
	24			70
	25			104
	26			101
	27			58
	28			80
	29			50
	30			43
	31			60
	32			99
	33			78
	34			38
	35			82
	36			53
	37			50
	38			81
	39			64
	40			71
	41			7
	42			0
	43			86
	44			68
	45			80
	46			2
	47			106
