Ilosc wierzcholkow i krawedzi: 46, 517
Wierzcholek startowy: 43
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			8
	2			120
	3			92
	4			83
	5			89
	6			69
	7			101
	8			68
	9			111
	10			47
	11			45
	12			68
	13			58
	14			63
	15			64
	16			29
	17			84
	18			113
	19			128
	20			31
	21			137
	22			162
	23			71
	24			126
	25			37
	26			52
	27			76
	28			69
	29			91
	30			45
	31			102
	32			89
	33			37
	34			99
	35			93
	36			14
	37			96
	38			91
	39			32
	40			123
	41			74
	42			56
	43			0
	44			27
	45			146
	46			66
