Ilosc wierzcholkow i krawedzi: 46, 776
Wierzcholek startowy: 11
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0.003[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			50
	2			20
	3			77
	4			102
	5			67
	6			116
	7			76
	8			85
	9			72
	10			84
	11			0
	12			94
	13			78
	14			70
	15			95
	16			99
	17			91
	18			89
	19			100
	20			51
	21			75
	22			99
	23			42
	24			93
	25			52
	26			94
	27			58
	28			84
	29			69
	30			76
	31			105
	32			113
	33			81
	34			47
	35			56
	36			69
	37			80
	38			83
	39			65
	40			94
	41			56
	42			99
	43			34
	44			114
	45			108
	46			73
