Ilosc wierzcholkow i krawedzi: 45, 247
Wierzcholek startowy: 41
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			11
	2			229
	3			146
	4			170
	5			106
	6			110
	7			178
	8			128
	9			157
	10			195
	11			199
	12			54
	13			59
	14			137
	15			110
	16			172
	17			108
	18			105
	19			188
	20			2
	21			128
	22			200
	23			76
	24			90
	25			186
	26			136
	27			47
	28			358
	29			184
	30			4
	31			110
	32			271
	33			175
	34			161
	35			145
	36			249
	37			182
	38			137
	39			102
	40			154
	41			0
	42			162
	43			143
	44			57
	45			193
