Ilosc wierzcholkow i krawedzi: 38, 527
Wierzcholek startowy: 21
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			127
	2			129
	3			157
	4			109
	5			133
	6			176
	7			132
	8			137
	9			134
	10			201
	11			148
	12			100
	13			126
	14			127
	15			151
	16			76
	17			127
	18			85
	19			183
	20			119
	21			0
	22			204
	23			144
	24			102
	25			171
	26			172
	27			135
	28			154
	29			97
	30			112
	31			139
	32			137
	33			149
	34			98
	35			156
	36			186
	37			138
	38			140
