Ilosc wierzcholkow i krawedzi: 36, 157
Wierzcholek startowy: 17
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			232
	2			209
	3			448
	4			168
	5			98
	6			153
	7			136
	8			352
	9			53
	10			150
	11			70
	12			177
	13			276
	14			187
	15			180
	16			194
	17			0
	18			335
	19			115
	20			94
	21			31
	22			149
	23			95
	24			167
	25			95
	26			167
	27			210
	28			276
	29			133
	30			91
	31			200
	32			260
	33			159
	34			295
	35			190
	36			160
