Ilosc wierzcholkow i krawedzi: 43, 451
Wierzcholek startowy: 26
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			129
	2			123
	3			117
	4			138
	5			70
	6			74
	7			120
	8			133
	9			101
	10			155
	11			158
	12			128
	13			165
	14			184
	15			183
	16			121
	17			105
	18			268
	19			7
	20			166
	21			110
	22			93
	23			135
	24			181
	25			96
	26			0
	27			91
	28			116
	29			103
	30			104
	31			169
	32			84
	33			104
	34			109
	35			112
	36			113
	37			145
	38			132
	39			93
	40			184
	41			141
	42			99
	43			142
