Ilosc wierzcholkow i krawedzi: 33, 132
Wierzcholek startowy: 22
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			177
	2			210
	3			117
	4			214
	5			191
	6			271
	7			354
	8			102
	9			39
	10			271
	11			220
	12			117
	13			170
	14			85
	15			285
	16			265
	17			218
	18			265
	19			244
	20			336
	21			251
	22			0
	23			282
	24			64
	25			315
	26			149
	27			244
	28			354
	29			284
	30			269
	31			154
	32			318
	33			307
