Ilosc wierzcholkow i krawedzi: 44, 709
Wierzcholek startowy: 2
Czas wykonania dla macierzy: 0.002[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			79
	2			0
	3			67
	4			94
	5			64
	6			77
	7			145
	8			71
	9			62
	10			55
	11			74
	12			67
	13			77
	14			62
	15			114
	16			57
	17			121
	18			46
	19			81
	20			54
	21			56
	22			37
	23			65
	24			34
	25			81
	26			40
	27			63
	28			37
	29			70
	30			53
	31			26
	32			71
	33			82
	34			37
	35			93
	36			82
	37			58
	38			84
	39			60
	40			4
	41			66
	42			107
	43			96
	44			85
