Ilosc wierzcholkow i krawedzi: 41, 615
Wierzcholek startowy: 30
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			21
	2			35
	3			59
	4			27
	5			81
	6			62
	7			21
	8			5
	9			42
	10			134
	11			61
	12			71
	13			48
	14			42
	15			27
	16			70
	17			73
	18			89
	19			91
	20			17
	21			63
	22			45
	23			67
	24			98
	25			75
	26			34
	27			50
	28			81
	29			49
	30			0
	31			59
	32			19
	33			28
	34			41
	35			50
	36			59
	37			90
	38			39
	39			31
	40			52
	41			75
