Ilosc wierzcholkow i krawedzi: 36, 472
Wierzcholek startowy: 7
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			36
	2			52
	3			68
	4			86
	5			59
	6			67
	7			0
	8			38
	9			85
	10			16
	11			68
	12			43
	13			59
	14			113
	15			17
	16			23
	17			64
	18			64
	19			50
	20			64
	21			49
	22			91
	23			21
	24			73
	25			74
	26			70
	27			66
	28			77
	29			82
	30			30
	31			73
	32			28
	33			29
	34			89
	35			51
	36			70
