Ilosc wierzcholkow i krawedzi: 37, 166
Wierzcholek startowy: 6
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			198
	2			203
	3			171
	4			146
	5			215
	6			0
	7			211
	8			115
	9			280
	10			273
	11			308
	12			104
	13			213
	14			300
	15			160
	16			308
	17			80
	18			264
	19			52
	20			126
	21			194
	22			128
	23			144
	24			220
	25			250
	26			362
	27			257
	28			43
	29			198
	30			222
	31			163
	32			198
	33			146
	34			53
	35			84
	36			165
	37			295
