Ilosc wierzcholkow i krawedzi: 50, 306
Wierzcholek startowy: 18
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			254
	2			162
	3			148
	4			38
	5			91
	6			88
	7			207
	8			119
	9			184
	10			75
	11			145
	12			242
	13			91
	14			65
	15			84
	16			130
	17			164
	18			0
	19			98
	20			105
	21			47
	22			200
	23			148
	24			171
	25			221
	26			14
	27			181
	28			27
	29			203
	30			70
	31			202
	32			98
	33			158
	34			151
	35			89
	36			93
	37			70
	38			139
	39			131
	40			161
	41			92
	42			177
	43			137
	44			228
	45			115
	46			136
	47			86
	48			171
	49			198
	50			113
