Ilosc wierzcholkow i krawedzi: 36, 315
Wierzcholek startowy: 27
Czas wykonania dla macierzy: 0[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			60
	2			99
	3			118
	4			136
	5			96
	6			52
	7			100
	8			63
	9			155
	10			67
	11			73
	12			76
	13			75
	14			99
	15			125
	16			22
	17			74
	18			134
	19			59
	20			155
	21			99
	22			109
	23			174
	24			148
	25			110
	26			86
	27			0
	28			153
	29			106
	30			135
	31			57
	32			118
	33			124
	34			52
	35			26
	36			70
