Ilosc wierzcholkow i krawedzi: 43, 451
Wierzcholek startowy: 28
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			112
	2			94
	3			109
	4			79
	5			134
	6			84
	7			62
	8			85
	9			99
	10			47
	11			184
	12			94
	13			7
	14			69
	15			22
	16			81
	17			61
	18			120
	19			31
	20			91
	21			148
	22			100
	23			114
	24			80
	25			102
	26			80
	27			93
	28			0
	29			91
	30			106
	31			68
	32			103
	33			96
	34			53
	35			82
	36			151
	37			14
	38			30
	39			71
	40			72
	41			67
	42			65
	43			92
