Ilosc wierzcholkow i krawedzi: 42, 645
Wierzcholek startowy: 9
Czas wykonania dla macierzy: 0.001[ms]
Czas wykonania dla list: 0.001[ms]

--- wierzcholek koncowy --- najmniejszy koszt drogi ---
	1			83
	2			132
	3			124
	4			112
	5			133
	6			101
	7			106
	8			104
	9			0
	10			91
	11			129
	12			101
	13			107
	14			106
	15			153
	16			112
	17			86
	18			110
	19			116
	20			69
	21			128
	22			97
	23			96
	24			81
	25			34
	26			66
	27			120
	28			91
	29			129
	30			80
	31			99
	32			98
	33			21
	34			90
	35			97
	36			104
	37			82
	38			107
	39			134
	40			106
	41			96
	42			116
